angle,5L-0,5L-1,5L-2,5L-3,5L-4,5L-5
52.3267,84.8228,88.6132,83.0021,76.75,78.3224,81.3273
52.3657,82.741,88.721,87.2234,75.2401,76.7057,78.5602
52.4047,81.5068,87.8411,84.3207,74.3311,73.1969,76.4913
52.4437,82.9524,85.9471,83.9822,72.963,73.5768,79.2276
52.4827,81.4277,82.3648,83.0505,76.4198,72.7927,79.1204
52.5217,81.8072,85.1957,83.7725,73.4449,74.6232,79.2092
52.5607,79.4708,83.0456,80.9371,73.3844,71.6652,76.9108
52.5997,79.9068,83.5313,80.8536,72.129,70.4626,79.0814
52.6387,84.3942,80.2219,83.2667,75.7241,69.7174,78.8877
52.6777,78.6675,81.2869,80.8357,74.196,73.1377,77.7908
52.7167,79.9931,80.0124,79.7979,73.8542,70.9819,77.266
52.7557,79.6306,82.7964,82.3231,75.5137,71.7563,81.8914
52.7947,82.0533,84.2544,80.2951,76.7608,71.7297,80.0192
52.8337,81.0457,82.4867,80.3103,78.9826,72.5545,77.2433
52.8727,81.4403,81.1963,80.2998,80.8586,74.1468,80.9366
52.9117,80.7223,81.4611,83.7635,81.7624,74.3799,81.1367
52.9507,83.803,81.2302,83.2654,79.9075,75.8187,80.2481
52.9897,83.1246,82.5527,81.3864,78.8,75.1627,79.5918
53.0287,82.3722,82.3915,81.8312,77.5792,75.6865,78.7026
53.0677,81.8836,82.9252,85.1851,79.608,77.5257,78.22
53.1067,83.9648,85.3294,83.5135,80.6912,76.0093,79.4439
53.1457,84.4628,86.0989,82.4755,79.7823,77.0175,79.3875
53.1847,85.5216,85.4482,82.2551,79.2778,78.6072,80.3396
53.2237,85.5498,84.4679,83.7044,78.0133,79.0625,79.4003
53.2627,82.32,84.8776,82.7796,77.6259,78.8995,78.6581
53.3017,81.3724,84.0633,82.4068,76.6026,76.7451,78.0357
53.3407,82.6918,85.4566,82.243,73.6698,76.9026,79.046
53.3797,83.3626,84.9841,82.3477,72.087,74.7678,79.9853
53.4187,79.8425,84.4628,81.4389,74.3893,73.6448,79.0491
53.4577,79.9157,85.0168,80.2255,74.1575,72.8101,78.4649
53.4967,80.3057,83.6603,80.3887,74.0464,70.7129,78.5835
53.5357,79.0694,82.5648,80.2019,74.0233,69.6031,77.3379
53.5747,78.7498,83.8511,79.1482,73.9203,70.4474,78.0024
53.6137,79.1446,82.7325,78.5029,74.4914,71.7885,78.1083
53.6527,79.3158,82.6231,79.7427,73.9548,72.1831,77.5255
53.6917,79.8485,81.757,79.37,73.9381,71.4531,77.0995
53.7307,78.31,81.1235,78.853,73.4087,71.5908,77.6725
53.7697,79.532,81.4186,78.7562,72.8211,72.602,76.6872
53.8087,78.2703,81.2829,81.2536,72.3124,70.7215,76.2408
53.8477,79.5621,81.9792,82.3061,72.4815,68.7349,77.3689
53.8867,80.6463,81.3187,81.6626,72.897,69.5903,77.2769
53.9257,77.798,81.5201,79.8107,73.6847,71.8773,76.2254
53.9647,78.356,80.8093,79.2326,72.1798,70.4369,76.0595
54.0037,79.3501,80.1174,79.1317,71.592,69.1983,74.9556
54.0427,78.4447,80.704,79.0336,72.832,70.3271,75.0854
54.0817,77.8078,80.3163,78.9387,72.3161,70.0703,75.5444
54.1207,77.4661,79.24,78.1798,70.73,67.0537,75.3993
54.1597,76.9292,77.9463,78.9256,70.1616,66.4931,76.0962
54.1987,75.9124,78.2835,79.0727,70.565,68.0739,76.396
54.2377,76.5419,78.6373,77.2436,71.0383,69.0866,76.1437
54.2767,77.702,79.3808,77.3716,70.6618,69.4561,76.2806
54.3157,78.3413,79.9411,78.8697,70.1403,69.3483,76.3125
54.3547,76.9894,79.3759,78.9243,70.6512,69.6158,75.4206
54.3937,75.6202,79.3931,78.4941,70.9362,69.305,74.7841
54.4327,76.41,78.3484,78.3898,70.9381,70.7364,75.4848
54.4717,76.1556,78.7527,78.7142,70.0826,70.8015,77.2134
54.5107,76.5105,79.0804,78.8459,71.0692,70.752,75.5551
54.5497,76.4467,79.2478,79.2121,72.9929,70.2757,74.2558
54.5887,78.4637,79.4931,79.6116,71.4852,69.6544,76.2551
54.6277,79.0481,79.5698,79.9755,70.9162,70.552,75.8683
54.6667,80.3261,80.5502,78.2547,70.5038,70.6501,76.0833
54.7057,77.9705,79.7059,77.5648,70.0287,70.3614,76.1309
54.7447,76.6794,77.4454,78.5146,72.3911,69.4493,75.884
54.7837,77.6997,77.7105,79.2291,72.2916,70.0296,75.76
54.8227,77.2398,79.0407,79.3666,71.2785,67.717,76.9357
54.8617,77.7388,78.8366,78.9173,71.1949,69.4818,75.84
54.9007,77.9917,79.1396,78.7889,72.9936,69.7847,77.7467
54.9397,77.9351,79.2133,79.7277,73.6953,68.6578,77.7653
54.9787,79.302,77.6006,80.1955,75.9811,69.2727,78.0793
55.0177,80.8488,79.8669,79.8372,76.6716,69.4224,78.0057
55.0567,79.5709,80.4704,80.0745,73.4791,72.475,76.7231
55.0957,79.3001,79.9788,80.1746,73.1442,72.6035,77.7969
55.1347,79.8418,78.8877,80.4026,74.4008,72.1029,76.5586
55.1737,82.5141,79.9859,80.0813,74.4128,72.1727,77.7284
55.2127,80.0135,80.2171,80.5471,73.0022,71.8006,77.312
55.2517,79.5593,80.7695,79.5497,74.075,72.1405,77.3733
55.2907,78.9028,81.5556,80.3978,74.305,71.652,75.579
55.3297,77.4482,81.6971,83.211,73.107,73.7002,75.3562
55.3687,78.5529,81.6827,80.2614,72.9584,72.1831,74.9524
55.4077,78.4147,83.3928,79.0738,73.752,70.9004,75.2385
55.4467,78.4817,80.7529,78.5911,70.9763,70.1411,76.0922
55.4857,79.295,80.4764,79.3222,69.5838,69.084,76.4991
55.5247,77.7654,81.3585,78.4089,69.7321,68.5244,76.371
55.5637,78.8189,79.5183,77.7792,71.7895,68.268,76.508
55.6027,76.6177,81.2664,78.921,70.2074,69.5899,77.0198
55.6417,75.5107,82.0102,78.5224,70.091,72.1154,73.6767
55.6807,74.1406,79.0005,79.3393,71.8559,70.4708,75.6277
55.7197,76.2767,80.8145,81.6711,73.5227,69.8411,76.6921
55.7587,77.2128,80.2616,80.5817,70.5186,69.5203,74.4361
55.7977,77.1462,82.3872,80.4086,71.0233,68.2049,73.8893
55.8367,78.1083,82.5929,79.2718,70.7346,68.4689,76.131
55.8757,78.0635,83.0931,79.0033,73.0838,68.4736,77.2205
55.9147,75.697,80.0954,80.9154,71.5618,69.0611,72.852
55.9537,77.2722,79.3385,77.8578,71.1106,67.7213,76.2436
55.9927,76.4146,77.7759,80.3846,70.2873,68.6173,74.1726
56.0317,77.5819,78.0574,79.1735,71.8985,69.3426,75.8951
56.0707,78.5508,78.9596,78.0225,72.9805,73.004,74.7841
56.1097,76.3814,78.0176,78.5366,73.5043,68.5145,78.6572
56.1487,78.6617,78.6544,79.3584,79.6057,69.1308,77.363
56.1877,81.6551,80.8805,79.1002,80.2872,71.9679,78.1878
56.2267,80.8223,77.4925,80.7492,88.185,72.1006,81.0672
56.2657,81.8349,80.2686,82.314,85.5569,75.9958,78.0552
56.3047,85.9655,81.0733,80.3979,82.7378,79.9424,80.2253
56.3437,85.0759,78.9573,83.4466,82.9539,78.334,81.0441
56.3827,84.293,83.5073,83.6974,82.1435,81.029,78.9979
56.4217,85.0641,80.6888,87.032,81.8344,79.8736,81.392
56.4607,82.8991,87.3153,83.1654,77.8941,79.3996,80.0155
56.4997,82.8722,87.0208,85.9892,74.859,78.9343,80.5935
56.5387,83.5037,87.2882,84.7624,72.1271,74.8685,77.8754
56.5777,80.4084,89.4208,82.5766,73.8663,75.063,76.7332
56.6167,78.9915,86.0398,82.7099,71.7457,74.1751,78.8176
56.6557,75.3191,85.2382,81.7295,71.9883,73.8714,75.4843
56.6947,77.3959,87.3902,80.3256,73.1795,71.0671,76.1252
56.7337,78.0428,86.6489,78.5902,72.9663,71.7253,76.2308
56.7727,80.9656,82.8102,80.001,73.2544,68.2548,75.9173
56.8117,77.9567,82.886,79.9133,73.1221,70.8824,76.1147
56.8507,81.8271,80.4934,80.7497,71.1712,70.9974,76.5241
56.8897,81.2922,81.4548,78.079,73.5673,71.3747,78.3557
56.9287,77.6078,82.1964,81.6207,75.1828,71.8799,77.3682
56.9677,81.3516,84.7131,81.9298,77.1136,74.4171,78.8693
57.0067,81.2422,83.3919,80.3453,78.7043,71.3668,78.5832
57.0457,82.8824,80.2424,78.7735,77.6545,71.6873,78.5068
57.0847,81.6225,81.7315,81.3353,77.4782,72.9995,78.5402
57.1237,80.8962,82.5855,82.0592,75.2757,73.6097,78.103
57.1627,81.4986,81.3892,81.7358,73.0881,72.3051,78.1978
57.2017,79.1466,85.1483,81.7226,73.9322,72.3475,76.5285
57.2407,80.6656,83.2551,83.8403,72.9659,72.3816,77.192
57.2797,81.303,84.0173,81.9593,71.0869,71.4776,75.8119
57.3187,79.2337,82.9236,80.1261,71.6703,72.6546,75.8144
57.3577,78.7022,83.0498,79.1826,71.4268,71.5097,77.973
57.3967,78.2586,82.9272,78.9858,71.0582,70.0276,75.6564
57.4357,79.3398,81.5542,79.1296,72.906,71.1644,75.4737
57.4747,78.1413,80.9499,79.2598,73.4384,69.8718,74.1661
57.5137,78.2016,80.2792,79.4098,73.3839,68.0816,75.1393
57.5527,77.6647,77.9499,79.2581,71.6681,69.5008,76.0552
57.5917,78.3298,78.8353,79.1887,71.2909,68.9911,76.6934
57.6307,78.963,80.407,78.6202,72.9509,67.6103,77.298
57.6697,79.2939,80.0659,79.186,72.035,67.8955,77.9336
57.7087,79.6837,79.8205,79.2329,70.7844,68.1162,76.9281
57.7477,78.5453,79.6011,80.6309,71.044,68.7802,77.5941
57.7867,77.6605,78.8727,79.808,71.3653,69.6806,77.3852
57.8257,77.5139,80.4171,77.2216,71.3126,69.4172,74.9085
57.8647,78.4632,82.6569,78.2508,70.5632,68.9652,73.2789
57.9037,77.9562,83.4696,79.831,71.0239,68.1814,75.1773
57.9427,77.8448,81.595,79.0365,71.8873,68.3811,76.5605
57.9817,78.0349,81.8389,78.6689,70.9675,69.3342,76.4019
58.0207,75.9917,81.5952,79.1401,69.0411,68.8019,76.7105
58.0597,76.4703,79.9179,78.2962,69.631,67.836,76.4149
58.0987,77.8846,79.5056,77.3526,72.6199,68.1248,76.0559
58.1377,77.3974,78.745,77.987,73.2978,68.9213,75.5103
58.1767,77.862,78.6794,78.5717,72.664,69.4933,75.7267
58.2157,77.4991,79.291,79.1483,74.5628,69.2901,76.593
58.2547,78.5502,79.9952,79.2931,76.4828,69.1507,76.6451
58.2937,79.6172,79.7513,78.3848,75.8492,69.9042,76.714
58.3327,78.3878,79.1079,78.4864,74.2852,70.9709,76.1831
58.3717,81.3228,78.6511,79.5067,72.846,72.0556,76.7143
58.4107,81.1616,80.8628,80.2418,73.0707,72.0718,76.966
58.4497,78.6585,82.0295,80.8478,73.723,72.7095,77.1605
58.4887,80.2458,79.1111,81.4375,71.8689,73.1232,79.9918
58.5277,79.8497,80.6171,80.5677,70.4471,72.0318,78.1255
58.5667,80.3701,82.5412,80.5466,71.3201,70.598,76.3565
58.6057,80.2014,82.7522,79.5011,71.4175,68.412,76.6457
58.6447,79.6327,83.0308,78.9364,71.3766,68.3283,76.5081
58.6837,77.6844,81.9041,80.5965,71.9162,70.224,76.3972
58.7227,78.2858,81.5427,80.7981,71.4333,68.5818,78.1875
58.7617,78.5661,80.4243,79.0106,71.4714,69.7978,77.749
58.8007,78.1571,80.7703,79.4459,76.2036,70.5272,78.0176
58.8397,80.5026,80.1328,78.707,75.8558,71.1236,78.3909
58.8787,79.152,80.3426,80.2894,76.2787,70.5003,77.3015
58.9177,80.2316,80.7011,81.1311,81.0116,71.5679,78.5341
58.9567,80.8323,81.2823,78.1976,86.5085,71.4914,78.8917
58.9957,83.1836,83.3089,79.0531,90.3228,74.3308,80.8283
59.0347,87.7237,82.0287,82.3358,92.0289,79.2044,81.6893
59.0737,87.3088,81.2534,81.3662,91.3662,82.6711,83.8652
59.1127,90.5206,81.4377,84.0014,90.141,85.1821,81.493
59.1517,91.6713,81.9164,85.703,89.7775,84.5574,83.1415
59.1907,90.0338,81.9625,86.4632,91.5467,85.9518,85.4693
59.2297,87.9323,87.4585,89.0584,92.2762,85.4242,84.4067
59.2687,89.2183,93.033,89.0255,89.5769,86.2291,82.866
59.3077,90.046,92.2541,88.9985,87.2762,84.7366,81.7707
59.3467,89.3765,92.6521,88.3264,82.6499,86.5069,81.7921
59.3857,90.5199,87.6737,88.6737,79.0793,86.5122,81.7048
59.4247,86.7976,87.6483,90.0632,79.3431,82.2993,82.7254
59.4637,87.8669,91.5998,89.9533,76.995,80.1484,81.9242
59.5027,84.1477,93.9978,86.2645,74.4164,78.5038,76.8824
59.5417,82.2851,90.9323,85.1391,71.3199,75.8078,77.6615
59.5807,79.5256,92.2844,83.8918,72.5058,74.969,76.5693
59.6197,78.3613,89.0939,82.554,71.6261,71.436,76.6683
59.6587,80.0795,87.2921,81.4261,71.3037,72.2972,74.5091
59.6977,76.2182,86.3522,80.4634,69.8034,69.4691,73.6141
59.7367,76.5542,84.4126,75.9526,69.1316,68.7535,76.0331
59.7757,77.1972,84.4544,77.9805,70.8166,67.6748,74.919
59.8147,77.6983,81.0455,77.4448,71.2219,67.5024,74.9352
59.8537,78.928,83.2088,76.7875,68.8196,66.584,76.4535
59.8927,79.2791,80.503,80.2653,69.8271,66.1943,77.1266
59.9317,78.6388,80.3823,79.387,67.5333,66.3378,77.0881
